   Work            Constant        HusbandInc      EducYears       ExpYears         ExpYears2         Age           NSmallChild      NBigChild
   0.0000000e+00   1.0000000e+00   1.7400000e+01   1.2000000e+01   8.0000000e+00   6.4000000e-01   4.3000000e+01   1.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   2.1700000e+01   1.2000000e+01   1.2000000e+01   1.4400000e+00   4.5000000e+01   0.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.8000040e+01   9.0000000e+00   1.3000000e+01   1.6900000e+00   3.1000000e+01   0.0000000e+00   3.0000000e+00
   1.0000000e+00   1.0000000e+00   2.0800070e+01   1.7000000e+01   1.0000000e+01   1.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   3.2500000e+01   1.2000000e+01   6.0000000e+00   3.6000000e-01   4.7000000e+01   0.0000000e+00   2.0000000e+00
   1.0000000e+00   1.0000000e+00   1.1627940e+01   6.0000000e+00   3.7000000e+01   1.3690000e+01   5.5000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   1.8750000e+01   1.0000000e+01   1.0000000e+01   1.0000000e+00   5.1000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   2.2000000e+01   1.0000000e+01   3.0000000e+00   9.0000000e-02   4.8000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   2.9000000e+01   1.6000000e+01   1.1000000e+01   1.2100000e+00   3.3000000e+01   1.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   2.5700000e+01   1.6000000e+01   5.0000000e+00   2.5000000e-01   3.0000000e+01   1.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   1.8010000e+01   1.4000000e+01   3.0000000e+00   9.0000000e-02   3.5000000e+01   1.0000000e+00   2.0000000e+00
   1.0000000e+00   1.0000000e+00   3.2900030e+01   1.2000000e+01   9.0000000e+00   8.1000000e-01   4.0000000e+01   0.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   3.2700010e+01   1.7000000e+01   6.0000000e+00   3.6000000e-01   4.7000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   4.7500000e+01   1.2000000e+01   4.0000000e+00   1.6000000e-01   3.2000000e+01   1.0000000e+00   3.0000000e+00
   1.0000000e+00   1.0000000e+00   7.1999730e+00   8.0000000e+00   2.0000000e+00   4.0000000e-02   3.0000000e+01   1.0000000e+00   5.0000000e+00
   1.0000000e+00   1.0000000e+00   1.7070000e+01   1.6000000e+01   1.5000000e+01   2.2500000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0775040e+01   1.2000000e+01   2.4000000e+01   5.7600000e+00   4.5000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   3.1500000e+01   1.7000000e+01   2.0000000e+00   4.0000000e-02   4.8000000e+01   0.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.3499990e+01   1.2000000e+01   2.3000000e+01   5.2900000e+00   4.5000000e+01   0.0000000e+00   0.0000000e+00
